haplo.freq,locus1,locus2,allele1,allele2
0.00167,B,DPB1,15:10,02:01
0.00167,B,DPB1,41:02,10:01
0.00167,B,DPB1,41:01,08:02
0.00167,B,DPB1,56:01,09:01
0.00167,B,DPB1,27:05,14:01
0.00167,B,DPB1,53:01,06:01
0.00167,B,DPB1,39:01,02:01
0.00167,B,DPB1,55:01,06:01
0.00167,B,DPB1,49:01,10:01
0.00167,B,DPB1,50:01,11:01
0.00167,B,DPB1,44:03,10:01
0.00167,B,DPB1,40:05,03:01
0.00167,B,DPB1,55:01,17:01
0.00167,B,DPB1,58:01,05:01
0.00167,B,DPB1,15:17,04:01
0.00167,B,DPB1,53:01,03:01
0.00167,B,DPB1,57:02,01:01
0.00167,B,DPB1,15:10,17:01
0.00167,B,DPB1,50:01,04:02
0.00167,B,DPB1,35:08,02:01
0.00146,B,DPB1,14:02,02:02
0.00124,B,DPB1,35:17,05:01
0.00078,B,DPB1,45:01,17:01
6.00E-05,B,DPB1,40:02,03:01
0.12248,DRB1,DQA1,03:01,05:01
0.10736,DRB1,DQA1,15:01,01:02
0.10067,DRB1,DQA1,07:01,02:01
0.08054,DRB1,DQA1,04:01,03:01
0.06879,DRB1,DQA1,01:01,01:01
0.04866,DRB1,DQA1,11:01,05:01
0.04362,DRB1,DQA1,13:01,01:03
0.04027,DRB1,DQA1,13:02,01:02
0.03691,DRB1,DQA1,04:04,03:01
0.0302,DRB1,DQA1,14:01,01:01
0.02181,DRB1,DQA1,11:04,05:01
0.02013,DRB1,DQA1,08:01,04:01
0.02013,DRB1,DQA1,04:03,03:01
0.02013,DRB1,DQA1,04:07,03:01
0.01846,DRB1,DQA1,16:01,01:02
0.01846,DRB1,DQA1,12:01,05:01
0.01678,DRB1,DQA1,11:02,05:01
0.01342,DRB1,DQA1,15:03,01:02
0.01174,DRB1,DQA1,01:02,01:01
0.01174,DRB1,DQA1,08:02,04:01
0.01174,DRB1,DQA1,13:03,05:01
0.01174,DRB1,DQA1,04:05,03:01
0.01007,DRB1,DQA1,11:03,05:01
0.01007,DRB1,DQA1,09:01,03:01
0.01007,DRB1,DQA1,04:02,03:01
0.00839,DRB1,DQA1,01:03,01:01
0.00671,DRB1,DQA1,11:01,01:02
0.00503,DRB1,DQA1,12:01,01:01
0.00503,DRB1,DQA1,13:03,02:01
0.00503,DRB1,DQA1,10:01,01:01
0.00502,DRB1,DQA1,15:02,01:03
0.00338,DRB1,DQA1,15:01,01:03
0.00336,DRB1,DQA1,13:01,01:01
0.00336,DRB1,DQA1,08:01,04:02
0.00336,DRB1,DQA1,04:08,03:01
0.00336,DRB1,DQA1,14:02,05:01
0.00336,DRB1,DQA1,14:06,05:01
0.0017,DRB1,DQA1,15:02,01:02
0.00168,DRB1,DQA1,13:01,01:02
0.00168,DRB1,DQA1,01:01,01:02
0.00168,DRB1,DQA1,15:01,01:01
0.00168,DRB1,DQA1,03:01,01:02
0.00168,DRB1,DQA1,13:01,03:01
0.00168,DRB1,DQA1,07:01,03:01
0.00168,DRB1,DQA1,08:01,06:01
0.00168,DRB1,DQA1,08:01,01:02
0.00168,DRB1,DQA1,14:02,03:01
0.00168,DRB1,DQA1,01:03,05:01
0.00168,DRB1,DQA1,08:04,04:01
0.00168,DRB1,DQA1,12:02,06:01
0.00168,DRB1,DQA1,04:04,01:01
0.00168,DRB1,DQA1,03:02,04:01
0.00168,DRB1,DQA1,08:04,05:01
0.00168,DRB1,DQA1,04:23,03:01
0.00168,DRB1,DQA1,04:11,03:01
0.00168,DRB1,DQA1,13:05,01:01
0.00168,DRB1,DQA1,14:20,05:01
0.00168,DRB1,DQA1,08:06,01:02
0.00168,DRB1,DQA1,08:03,06:01
0.00168,DRB1,DQA1,04:05,01:01
0.12121,DRB1,DQB1,03:01,02:01
0.10943,DRB1,DQB1,15:01,06:02
0.07071,DRB1,DQB1,01:01,05:01
0.07067,DRB1,DQB1,07:01,02:01
0.05822,DRB1,DQB1,04:01,03:01
0.04544,DRB1,DQB1,11:01,03:01
0.04209,DRB1,DQB1,13:01,06:03
0.03704,DRB1,DQB1,04:04,03:02
0.0303,DRB1,DQB1,14:01,05:03
0.02862,DRB1,DQB1,07:01,03:03
0.02862,DRB1,DQB1,13:02,06:04
0.02357,DRB1,DQB1,08:01,04:02
0.02259,DRB1,DQB1,04:01,03:02
0.02189,DRB1,DQB1,11:04,03:01
0.01852,DRB1,DQB1,12:01,03:01
0.01852,DRB1,DQB1,16:01,05:02
0.01845,DRB1,DQB1,04:03,03:02
0.01515,DRB1,DQB1,11:02,03:01
0.01243,DRB1,DQB1,04:07,03:01
0.01178,DRB1,DQB1,01:02,05:01
0.01178,DRB1,DQB1,15:03,06:02
0.01178,DRB1,DQB1,08:02,04:02
0.01178,DRB1,DQB1,13:03,03:01
0.0101,DRB1,DQB1,11:03,03:01
0.0101,DRB1,DQB1,04:02,03:02
0.0101,DRB1,DQB1,13:02,06:05
0.00842,DRB1,DQB1,04:05,03:02
0.00842,DRB1,DQB1,01:03,05:01
0.00777,DRB1,DQB1,04:07,03:02
0.00673,DRB1,DQB1,11:01,06:02
0.00505,DRB1,DQB1,12:01,05:01
0.00505,DRB1,DQB1,09:01,02:01
0.00505,DRB1,DQB1,13:03,02:01
0.00505,DRB1,DQB1,09:01,03:03
0.00505,DRB1,DQB1,15:02,06:01
0.00505,DRB1,DQB1,10:01,05:01
0.00337,DRB1,DQB1,13:01,05:01
0.00337,DRB1,DQB1,08:04,03:01
0.00337,DRB1,DQB1,04:08,03:01
0.00337,DRB1,DQB1,14:02,03:01
0.00337,DRB1,DQB1,14:06,03:01
0.00176,DRB1,DQB1,04:03,03:01
0.00173,DRB1,DQB1,11:01,02:01
0.00173,DRB1,DQB1,07:01,03:02
0.00169,DRB1,DQB1,03:01,03:01
0.00168,DRB1,DQB1,08:01,03:01
0.00168,DRB1,DQB1,13:01,06:04
0.00168,DRB1,DQB1,14:02,03:02
0.00168,DRB1,DQB1,15:01,05:03
0.00168,DRB1,DQB1,15:03,05:01
0.00168,DRB1,DQB1,12:02,03:01
0.00168,DRB1,DQB1,13:02,05:01
0.00168,DRB1,DQB1,14:20,03:01
0.00168,DRB1,DQB1,13:01,03:03
0.00168,DRB1,DQB1,15:01,06:03
0.00168,DRB1,DQB1,13:01,05:03
0.00168,DRB1,DQB1,15:02,05:02
0.00168,DRB1,DQB1,11:02,02:01
0.00168,DRB1,DQB1,04:05,05:01
0.00168,DRB1,DQB1,03:02,04:02
0.00168,DRB1,DQB1,01:03,03:02
0.00168,DRB1,DQB1,04:23,03:04
0.00168,DRB1,DQB1,04:11,03:02
0.00168,DRB1,DQB1,08:06,06:02
0.00168,DRB1,DQB1,13:05,05:01
0.00168,DRB1,DQB1,04:05,02:01
0.00168,DRB1,DQB1,08:03,03:01
0.00168,DRB1,DQB1,08:01,06:02
0.00168,DRB1,DQB1,04:05,04:02
0.00168,DRB1,DQB1,07:01,06:02
0.00165,DRB1,DQB1,11:01,03:02
0.07731,DRB1,DPB1,15:01,04:01
0.06074,DRB1,DPB1,04:01,04:01
0.04159,DRB1,DPB1,07:01,04:01
0.04126,DRB1,DPB1,01:01,04:01
0.03476,DRB1,DPB1,03:01,01:01
0.03122,DRB1,DPB1,03:01,04:01
0.02937,DRB1,DPB1,11:01,04:01
0.0209,DRB1,DPB1,03:01,02:01
0.01856,DRB1,DPB1,03:01,03:01
0.01726,DRB1,DPB1,13:01,02:01
0.01553,DRB1,DPB1,08:01,04:01
0.01549,DRB1,DPB1,14:01,04:01
0.01465,DRB1,DPB1,07:01,17:01
0.01342,DRB1,DPB1,11:04,04:02
0.01196,DRB1,DPB1,03:01,04:02
0.01159,DRB1,DPB1,04:04,04:01
0.01065,DRB1,DPB1,07:01,02:01
0.01007,DRB1,DPB1,04:03,04:01
0.01007,DRB1,DPB1,08:02,04:02
0.01,DRB1,DPB1,04:07,03:01
0.00981,DRB1,DPB1,15:01,02:01
0.00946,DRB1,DPB1,07:01,04:02
0.00935,DRB1,DPB1,01:01,03:01
0.00928,DRB1,DPB1,04:04,04:02
0.00853,DRB1,DPB1,04:04,03:01
0.00845,DRB1,DPB1,13:01,04:01
0.00839,DRB1,DPB1,04:03,04:02
0.00839,DRB1,DPB1,13:02,02:01
0.00832,DRB1,DPB1,15:01,05:01
0.00788,DRB1,DPB1,11:01,03:01
0.00777,DRB1,DPB1,16:01,04:02
0.00775,DRB1,DPB1,04:01,04:02
0.00745,DRB1,DPB1,01:01,04:02
0.00734,DRB1,DPB1,07:01,01:01
0.00671,DRB1,DPB1,07:01,11:01
0.00657,DRB1,DPB1,04:05,01:01
0.00655,DRB1,DPB1,13:02,04:01
0.00594,DRB1,DPB1,14:01,04:02
0.00591,DRB1,DPB1,04:01,03:01
0.00575,DRB1,DPB1,13:01,04:02
0.00571,DRB1,DPB1,16:01,04:01
0.0055,DRB1,DPB1,11:01,01:01
0.00544,DRB1,DPB1,11:01,02:01
0.00533,DRB1,DPB1,15:01,01:01
0.0052,DRB1,DPB1,13:02,03:01
0.00503,DRB1,DPB1,15:03,18:01
0.00503,DRB1,DPB1,13:01,01:01
0.00503,DRB1,DPB1,04:04,06:01
0.00503,DRB1,DPB1,12:01,01:01
0.00503,DRB1,DPB1,13:02,11:01
0.00503,DRB1,DPB1,01:03,04:01
0.00503,DRB1,DPB1,01:01,02:01
0.00502,DRB1,DPB1,07:01,03:01
0.00483,DRB1,DPB1,08:01,03:01
0.00472,DRB1,DPB1,07:01,10:01
0.00457,DRB1,DPB1,11:02,01:01
0.00418,DRB1,DPB1,12:01,03:01
0.00397,DRB1,DPB1,12:01,04:02
0.00385,DRB1,DPB1,04:02,04:01
0.00381,DRB1,DPB1,11:01,17:01
0.00366,DRB1,DPB1,03:01,09:02
0.0035,DRB1,DPB1,04:05,04:01
0.00336,DRB1,DPB1,01:02,14:01
0.00336,DRB1,DPB1,09:01,17:01
0.00336,DRB1,DPB1,13:03,01:01
0.00336,DRB1,DPB1,01:02,09:02
0.00336,DRB1,DPB1,04:02,02:01
0.00336,DRB1,DPB1,12:01,02:01
0.00336,DRB1,DPB1,15:03,02:01
0.00336,DRB1,DPB1,15:03,04:02
0.00336,DRB1,DPB1,15:01,06:01
0.00336,DRB1,DPB1,16:01,10:01
0.00336,DRB1,DPB1,01:01,10:01
0.00336,DRB1,DPB1,15:01,09:02
0.00336,DRB1,DPB1,04:08,04:01
0.00322,DRB1,DPB1,15:02,02:01
0.0032,DRB1,DPB1,13:01,14:01
0.00318,DRB1,DPB1,04:07,04:02
0.00315,DRB1,DPB1,11:03,04:02
0.00313,DRB1,DPB1,08:01,14:01
0.00312,DRB1,DPB1,11:04,01:01
0.0031,DRB1,DPB1,03:01,02:02
0.00307,DRB1,DPB1,11:03,02:01
0.00298,DRB1,DPB1,13:02,04:02
0.00298,DRB1,DPB1,13:02,10:01
0.00297,DRB1,DPB1,11:02,04:02
0.00295,DRB1,DPB1,15:01,14:01
0.00286,DRB1,DPB1,11:04,04:01
0.0028,DRB1,DPB1,13:01,20:01
0.00278,DRB1,DPB1,14:02,04:02
0.00274,DRB1,DPB1,12:01,05:01
0.00262,DRB1,DPB1,13:03,02:01
0.00255,DRB1,DPB1,04:01,05:01
0.00253,DRB1,DPB1,11:02,02:01
0.00243,DRB1,DPB1,13:02,01:01
0.00243,DRB1,DPB1,11:03,04:01
0.00241,DRB1,DPB1,13:03,04:01
0.00241,DRB1,DPB1,11:04,02:01
0.00229,DRB1,DPB1,13:01,05:01
0.00227,DRB1,DPB1,01:01,01:01
0.00225,DRB1,DPB1,14:02,03:01
0.00223,DRB1,DPB1,04:04,20:01
0.00223,DRB1,DPB1,15:02,04:01
0.0022,DRB1,DPB1,07:01,09:02
0.00219,DRB1,DPB1,13:01,03:01
0.00206,DRB1,DPB1,14:01,10:01
0.00201,DRB1,DPB1,04:07,04:01
0.00199,DRB1,DPB1,15:01,10:01
0.0019,DRB1,DPB1,04:01,14:01
0.00176,DRB1,DPB1,01:01,06:01
0.00168,DRB1,DPB1,01:02,04:02
0.00168,DRB1,DPB1,13:01,06:01
0.00168,DRB1,DPB1,12:01,26:01
0.00168,DRB1,DPB1,08:01,09:01
0.00168,DRB1,DPB1,15:03,01:01
0.00168,DRB1,DPB1,13:01,17:01
0.00168,DRB1,DPB1,13:03,17:01
0.00168,DRB1,DPB1,01:03,04:02
0.00168,DRB1,DPB1,14:01,09:01
0.00168,DRB1,DPB1,08:04,27:01
0.00168,DRB1,DPB1,04:03,06:01
0.00168,DRB1,DPB1,09:01,03:01
0.00168,DRB1,DPB1,12:02,04:02
0.00168,DRB1,DPB1,09:01,40:01
0.00168,DRB1,DPB1,04:04,10:01
0.00168,DRB1,DPB1,14:20,04:01
0.00168,DRB1,DPB1,11:02,27:01
0.00168,DRB1,DPB1,13:03,30:01
0.00168,DRB1,DPB1,14:01,09:02
0.00168,DRB1,DPB1,08:01,20:01
0.00168,DRB1,DPB1,14:06,09:02
0.00168,DRB1,DPB1,04:07,02:01
0.00168,DRB1,DPB1,14:06,14:01
0.00168,DRB1,DPB1,13:02,16:01
0.00168,DRB1,DPB1,12:01,08:02
0.00168,DRB1,DPB1,11:02,15:01
0.00168,DRB1,DPB1,04:07,05:01
0.00168,DRB1,DPB1,03:02,17:01
0.00168,DRB1,DPB1,01:03,08:02
0.00168,DRB1,DPB1,08:04,11:01
0.00168,DRB1,DPB1,11:02,09:02
0.00168,DRB1,DPB1,01:03,02:01
0.00168,DRB1,DPB1,10:01,15:01
0.00168,DRB1,DPB1,10:01,10:01
0.00168,DRB1,DPB1,04:23,04:01
0.00168,DRB1,DPB1,04:11,04:02
0.00168,DRB1,DPB1,04:01,13:02
0.00168,DRB1,DPB1,08:06,04:01
0.00168,DRB1,DPB1,01:02,01:01
0.00168,DRB1,DPB1,01:02,02:02
0.00168,DRB1,DPB1,13:03,04:02
0.00168,DRB1,DPB1,10:01,02:01
0.00168,DRB1,DPB1,13:02,15:01
0.00168,DRB1,DPB1,13:05,17:01
0.00168,DRB1,DPB1,09:01,02:01
0.00168,DRB1,DPB1,13:03,11:01
0.00168,DRB1,DPB1,14:01,15:01
0.00168,DRB1,DPB1,04:05,08:02
0.00168,DRB1,DPB1,13:02,09:01
0.00168,DRB1,DPB1,13:03,03:01
0.00168,DRB1,DPB1,09:01,04:02
0.00168,DRB1,DPB1,08:03,05:01
0.00168,DRB1,DPB1,14:01,17:01
0.00168,DRB1,DPB1,11:02,14:01
0.00168,DRB1,DPB1,11:01,18:01
0.00168,DRB1,DPB1,08:02,02:01
0.00168,DRB1,DPB1,04:02,05:01
0.00168,DRB1,DPB1,13:02,06:01
0.00168,DRB1,DPB1,04:05,14:01
0.00159,DRB1,DPB1,04:07,06:01
0.00142,DRB1,DPB1,11:03,05:01
0.00126,DRB1,DPB1,15:02,01:01
0.00119,DRB1,DPB1,04:02,04:02
0.00114,DRB1,DPB1,11:01,05:01
0.00095,DRB1,DPB1,16:01,02:01
0.00085,DRB1,DPB1,12:01,09:02
0.00067,DRB1,DPB1,16:01,01:01
0.00056,DRB1,DPB1,11:01,14:01
0.00025,DRB1,DPB1,04:04,02:02
0.13742,DQA1,DQB1,05:01,03:01
0.12875,DQA1,DQB1,01:02,06:02
0.12345,DQA1,DQB1,05:01,02:01
0.10867,DQA1,DQB1,03:01,03:02
0.10676,DQA1,DQB1,01:01,05:01
0.07283,DQA1,DQB1,02:01,02:01
0.07161,DQA1,DQB1,03:01,03:01
0.04012,DQA1,DQB1,01:03,06:03
0.03344,DQA1,DQB1,04:01,04:02
0.03083,DQA1,DQB1,02:01,03:03
0.03034,DQA1,DQB1,01:01,05:03
0.0301,DQA1,DQB1,01:02,06:04
0.02007,DQA1,DQB1,01:02,05:02
0.01108,DQA1,DQB1,03:01,02:01
0.01003,DQA1,DQB1,01:02,06:05
0.00596,DQA1,DQB1,03:01,03:03
0.00502,DQA1,DQB1,01:02,05:01
0.00502,DQA1,DQB1,06:01,03:01
0.00502,DQA1,DQB1,01:03,06:01
0.00337,DQA1,DQB1,02:01,03:02
0.00334,DQA1,DQB1,04:02,04:02
0.0031,DQA1,DQB1,01:03,05:03
0.00193,DQA1,DQB1,01:03,05:01
0.00168,DQA1,DQB1,01:01,06:03
0.00168,DQA1,DQB1,01:01,06:02
0.00168,DQA1,DQB1,04:01,03:01
0.00168,DQA1,DQB1,03:01,04:02
0.00168,DQA1,DQB1,01:02,06:03
0.00168,DQA1,DQB1,01:03,06:02
0.00167,DQA1,DQB1,03:01,03:04
0.10437,DQA1,DPB1,03:01,04:01
0.09479,DQA1,DPB1,01:02,04:01
0.06577,DQA1,DPB1,01:01,04:01
0.05885,DQA1,DPB1,05:01,04:01
0.04943,DQA1,DPB1,05:01,04:02
0.04294,DQA1,DPB1,05:01,02:01
0.04235,DQA1,DPB1,05:01,01:01
0.03798,DQA1,DPB1,05:01,03:01
0.03522,DQA1,DPB1,02:01,04:01
0.02959,DQA1,DPB1,03:01,04:02
0.02762,DQA1,DPB1,03:01,03:01
0.01954,DQA1,DPB1,01:03,02:01
0.01867,DQA1,DPB1,01:02,02:01
0.01705,DQA1,DPB1,01:01,04:02
0.01622,DQA1,DPB1,01:02,04:02
0.01534,DQA1,DPB1,01:01,01:01
0.015,DQA1,DPB1,02:01,17:01
0.0142,DQA1,DPB1,04:01,04:01
0.0138,DQA1,DPB1,01:01,02:01
0.01375,DQA1,DPB1,02:01,01:01
0.01237,DQA1,DPB1,02:01,02:01
0.0118,DQA1,DPB1,01:03,04:01
0.01086,DQA1,DPB1,01:02,01:01
0.00912,DQA1,DPB1,01:02,05:01
0.00833,DQA1,DPB1,02:01,11:01
0.00778,DQA1,DPB1,03:01,06:01
0.00761,DQA1,DPB1,03:01,01:01
0.00714,DQA1,DPB1,04:01,04:02
0.00712,DQA1,DPB1,01:01,10:01
0.00707,DQA1,DPB1,05:01,09:02
0.00667,DQA1,DPB1,01:02,18:01
0.00667,DQA1,DPB1,01:01,17:01
0.00652,DQA1,DPB1,01:03,04:02
0.00622,DQA1,DPB1,01:02,10:01
0.00615,DQA1,DPB1,05:01,05:01
0.00572,DQA1,DPB1,02:01,04:02
0.00521,DQA1,DPB1,01:02,03:01
0.005,DQA1,DPB1,01:01,09:02
0.005,DQA1,DPB1,05:01,02:02
0.005,DQA1,DPB1,01:02,11:01
0.005,DQA1,DPB1,01:01,15:01
0.005,DQA1,DPB1,03:01,17:01
0.00496,DQA1,DPB1,03:01,14:01
0.00483,DQA1,DPB1,02:01,03:01
0.00455,DQA1,DPB1,02:01,14:01
0.00438,DQA1,DPB1,01:02,14:01
0.00426,DQA1,DPB1,01:01,03:01
0.00425,DQA1,DPB1,02:01,10:01
0.00413,DQA1,DPB1,03:01,05:01
0.00392,DQA1,DPB1,01:02,09:01
0.00367,DQA1,DPB1,01:02,06:01
0.00361,DQA1,DPB1,01:02,09:02
0.00356,DQA1,DPB1,05:01,06:01
0.00344,DQA1,DPB1,04:01,03:01
0.00343,DQA1,DPB1,01:03,01:01
0.00333,DQA1,DPB1,01:02,08:02
0.00311,DQA1,DPB1,01:03,20:01
0.00308,DQA1,DPB1,01:03,14:01
0.00303,DQA1,DPB1,04:01,14:01
0.00268,DQA1,DPB1,03:01,02:01
0.00265,DQA1,DPB1,02:01,09:02
0.00242,DQA1,DPB1,03:01,10:01
0.00219,DQA1,DPB1,03:01,20:01
0.00167,DQA1,DPB1,05:01,26:01
0.00167,DQA1,DPB1,01:03,17:01
0.00167,DQA1,DPB1,04:02,03:01
0.00167,DQA1,DPB1,05:01,27:01
0.00167,DQA1,DPB1,05:01,30:01
0.00167,DQA1,DPB1,04:02,06:01
0.00167,DQA1,DPB1,04:01,17:01
0.00167,DQA1,DPB1,01:03,08:02
0.00167,DQA1,DPB1,05:01,11:01
0.00167,DQA1,DPB1,01:02,15:01
0.00167,DQA1,DPB1,01:01,05:01
0.00167,DQA1,DPB1,04:01,27:01
0.00167,DQA1,DPB1,05:01,16:01
0.00167,DQA1,DPB1,06:01,04:01
0.00167,DQA1,DPB1,03:01,40:01
0.00167,DQA1,DPB1,06:01,10:01
0.00167,DQA1,DPB1,06:01,03:01
0.00167,DQA1,DPB1,01:02,13:02
0.00141,DQA1,DPB1,04:01,05:01
0.00137,DQA1,DPB1,04:01,20:01
0.00108,DQA1,DPB1,04:01,09:01
0.00086,DQA1,DPB1,01:03,05:01
0.08315,DQB1,DPB1,03:01,04:01
0.07711,DQB1,DPB1,06:02,04:01
0.05297,DQB1,DPB1,05:01,04:01
0.04856,DQB1,DPB1,03:02,04:01
0.046924,DQB1,DPB1,02:01,04:01
0.04634,DQB1,DPB1,03:01,04:02
0.04548,DQB1,DPB1,02:01,01:01
0.03292,DQB1,DPB1,03:01,03:01
0.02989,DQB1,DPB1,02:01,02:01
0.02386,DQB1,DPB1,03:03,04:01
0.02341,DQB1,DPB1,02:01,17:01
0.02142,DQB1,DPB1,02:01,03:01
0.02136,DQB1,DPB1,03:02,04:02
0.01985,DQB1,DPB1,03:01,02:01
0.01929,DQB1,DPB1,02:01,04:02
0.01714,DQB1,DPB1,04:02,04:01
0.01669,DQB1,DPB1,06:03,02:01
0.01575,DQB1,DPB1,05:01,01:01
0.01346,DQB1,DPB1,03:02,03:01
0.01264,DQB1,DPB1,06:02,02:01
0.01213,DQB1,DPB1,05:03,04:01
0.01098,DQB1,DPB1,03:01,01:01
0.00988,DQB1,DPB1,05:01,04:02
0.00903,DQB1,DPB1,05:01,02:01
0.00865,DQB1,DPB1,03:01,05:01
0.00853,DQB1,DPB1,06:04,04:01
0.00837,DQB1,DPB1,06:02,05:01
0.00746,DQB1,DPB1,05:02,04:01
0.00742,DQB1,DPB1,03:02,06:01
0.00703,DQB1,DPB1,04:02,04:02
0.00692,DQB1,DPB1,06:02,01:01
0.00669,DQB1,DPB1,02:01,11:01
0.00669,DQB1,DPB1,05:01,17:01
0.00669,DQB1,DPB1,06:02,18:01
0.00657,DQB1,DPB1,06:03,04:01
0.00632,DQB1,DPB1,03:02,01:01
0.00613,DQB1,DPB1,06:03,04:02
0.00606,DQB1,DPB1,05:03,04:02
0.00589,DQB1,DPB1,06:02,04:02
0.00588,DQB1,DPB1,02:01,09:02
0.00574,DQB1,DPB1,03:02,14:01
0.00564,DQB1,DPB1,03:03,03:01
0.00522,DQB1,DPB1,05:03,02:01
0.00502,DQB1,DPB1,04:02,01:01
0.00502,DQB1,DPB1,02:01,02:02
0.00502,DQB1,DPB1,06:05,02:01
0.00502,DQB1,DPB1,05:01,10:01
0.00469,DQB1,DPB1,05:02,04:02
0.00449,DQB1,DPB1,05:01,03:01
0.00439,DQB1,DPB1,06:04,03:01
0.00367,DQB1,DPB1,06:04,04:02
0.00356,DQB1,DPB1,03:01,09:02
0.00349,DQB1,DPB1,06:02,14:01
0.00348,DQB1,DPB1,06:04,02:01
0.00334,DQB1,DPB1,06:04,06:01
0.00334,DQB1,DPB1,04:02,14:01
0.00334,DQB1,DPB1,06:05,11:01
0.00334,DQB1,DPB1,03:01,06:01
0.00334,DQB1,DPB1,05:01,15:01
0.00334,DQB1,DPB1,06:02,09:02
0.00334,DQB1,DPB1,05:03,10:01
0.00333,DQB1,DPB1,05:02,10:01
0.00326,DQB1,DPB1,06:03,03:01
0.00326,DQB1,DPB1,03:02,02:01
0.0032,DQB1,DPB1,06:03,14:01
0.00313,DQB1,DPB1,06:01,02:01
0.00309,DQB1,DPB1,06:03,20:01
0.00307,DQB1,DPB1,03:03,10:01
0.00303,DQB1,DPB1,05:01,09:02
0.00287,DQB1,DPB1,06:03,05:01
0.00261,DQB1,DPB1,06:02,06:01
0.00245,DQB1,DPB1,03:03,14:01
0.00232,DQB1,DPB1,03:02,05:01
0.00207,DQB1,DPB1,05:03,01:01
0.00195,DQB1,DPB1,06:02,10:01
0.00193,DQB1,DPB1,03:02,20:01
0.00192,DQB1,DPB1,03:01,27:01
0.00189,DQB1,DPB1,06:01,04:01
0.00185,DQB1,DPB1,05:01,14:01
0.00169,DQB1,DPB1,02:01,10:01
0.00167,DQB1,DPB1,03:01,26:01
0.00167,DQB1,DPB1,04:02,09:01
0.00167,DQB1,DPB1,05:03,09:01
0.00167,DQB1,DPB1,05:01,40:01
0.00167,DQB1,DPB1,03:02,10:01
0.00167,DQB1,DPB1,03:01,30:01
0.00167,DQB1,DPB1,03:01,11:01
0.00167,DQB1,DPB1,06:03,08:02
0.00167,DQB1,DPB1,06:04,11:01
0.00167,DQB1,DPB1,06:04,15:01
0.00167,DQB1,DPB1,05:03,15:01
0.00167,DQB1,DPB1,02:01,08:02
0.00167,DQB1,DPB1,06:04,09:01
0.00167,DQB1,DPB1,06:05,10:01
0.00167,DQB1,DPB1,04:02,20:01
0.00167,DQB1,DPB1,06:04,16:01
0.00167,DQB1,DPB1,05:02,08:02
0.00167,DQB1,DPB1,03:04,04:02
0.00167,DQB1,DPB1,03:03,11:01
0.00167,DQB1,DPB1,06:02,13:02
0.00143,DQB1,DPB1,06:02,27:01
0.00138,DQB1,DPB1,04:02,03:01
0.00131,DQB1,DPB1,05:02,09:02
0.00127,DQB1,DPB1,05:03,09:02
0.0012,DQB1,DPB1,04:02,05:01
0.00111,DQB1,DPB1,05:02,01:01
5.00E-04,DQB1,DPB1,05:02,02:01
9.00E-05,DQB1,DPB1,03:03,04:02
